"","X","Name","Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","Price","car_age"
"1001",1509,"Skoda Laura Ambition 2.0 TDI CR AT","Mumbai",2011,41988,"Diesel","Automatic","First",20,1968,138.1,5,5.45,13
"1002",1510,"Maruti Swift Dzire VDI","Delhi",2013,72486,"Diesel","Manual","First",23.4,1248,74,5,3.95,11
"1003",1511,"Volvo V40 Cross Country D3","Pune",2013,92000,"Diesel","Automatic","First",23.3,1984,150,5,16,11
"1004",1512,"Maruti Swift Dzire ZXi","Delhi",2013,40000,"Petrol","Manual","First",17.5,1298,85.8,5,4.25,11
"1005",1517,"Honda Jazz 1.2 E i VTEC","Kochi",2018,38593,"Petrol","Manual","First",18.7,1199,88.7,5,6.17,6
"1006",1518,"Honda City 1.5 V MT","Kolkata",2015,32000,"Petrol","Manual","First",17,1497,118,5,5.5,9
"1007",1519,"Maruti Dzire AMT ZDI Plus","Hyderabad",2017,28226,"Diesel","Automatic","First",28.4,1248,73.75,5,9.15,7
"1008",1520,"Nissan Sunny 2011-2014 Diesel XL","Pune",2014,95000,"Diesel","Manual","First",21.64,1461,84.8,5,4.5,10
"1009",1522,"Honda Brio S MT","Coimbatore",2016,14821,"Petrol","Manual","First",19.4,1198,86.8,5,5.37,8
"1010",1525,"Ford EcoSport 1.5 Diesel Titanium Plus","Chennai",2016,29200,"Diesel","Manual","First",23,1498,98.96,5,7.7,8
"1011",1526,"Skoda Yeti Ambition 4X2","Hyderabad",2012,99754,"Diesel","Manual","First",17.72,1968,108.49,5,7.99,12
"1012",1527,"Hyundai i10 Sportz","Chennai",2012,49000,"Petrol","Manual","First",20.36,1197,78.9,5,3,12
"1013",1529,"Tata Zest Quadrajet 1.3 XT","Coimbatore",2018,38310,"Diesel","Manual","First",20.65,1248,88.7,5,6.69,6
"1014",1530,"Maruti Swift VDI","Delhi",2014,56000,"Diesel","Manual","First",22.9,1248,74,5,4.25,10
"1015",1531,"Skoda Rapid 1.5 TDI AT Style","Kolkata",2017,31300,"Diesel","Automatic","First",21.72,1498,108.4,5,10.5,7
"1016",1533,"Hyundai Verna 1.6 SX VTVT","Pune",2014,48000,"Petrol","Manual","Second",17.01,1591,121.3,5,5.2,10
"1017",1534,"Honda City i VTEC VX Option","Coimbatore",2019,23882,"Petrol","Manual","First",17.4,1497,117.3,5,11.87,5
"1018",1535,"Honda City i DTEC SV","Hyderabad",2014,65000,"Diesel","Manual","First",26,1498,98.6,5,6.99,10
"1019",1536,"Volkswagen Vento Diesel Highline","Jaipur",2011,50000,"Diesel","Manual","First",20.54,1598,103.6,5,5,13
"1020",1538,"Maruti Alto 800 LXI","Chennai",2015,21000,"Petrol","Manual","First",22.74,796,47.3,5,2.79,9
"1021",1539,"Tata Manza ELAN Quadrajet BS IV","Pune",2012,148000,"Diesel","Manual","Second",21.12,1248,88.8,5,2.9,12
"1022",1542,"Mahindra Thar CRDe","Jaipur",2016,19000,"Diesel","Manual","First",16.55,2498,105,6,9.25,8
"1023",1543,"Hyundai Verna 1.6 CRDI","Mumbai",2011,74000,"Diesel","Manual","Second",22.32,1582,126.3,5,3.75,13
"1024",1544,"Ford Aspire Titanium Diesel","Coimbatore",2017,30279,"Diesel","Manual","First",26.1,1498,99,5,7.29,7
"1025",1545,"Mini Cooper 3 DOOR D","Mumbai",2016,20000,"Diesel","Automatic","First",20.7,1496,113.98,4,23.5,8
"1026",1547,"Mahindra Verito 1.5 D4 BSIV","Pune",2015,90000,"Diesel","Manual","Second",21.03,1461,65,5,3.1,9
"1027",1549,"Renault Duster 110PS Diesel RxZ","Kochi",2016,57390,"Diesel","Manual","First",19.01,1461,108.45,5,6.73,8
"1028",1550,"Maruti Swift Dzire Tour LDI","Kolkata",2016,100000,"Diesel","Manual","First",23.4,1248,74,5,3.5,8
"1029",1551,"Volkswagen Polo Petrol Highline 1.2L","Kolkata",2011,50000,"Petrol","Manual","First",16.47,1198,73.9,5,2.35,13
"1030",1553,"Volkswagen Polo 1.2 MPI Highline","Coimbatore",2014,72465,"Petrol","Manual","First",16.47,1198,74,5,5.9,10
"1031",1554,"Maruti Ritz VXI","Hyderabad",2012,68776,"Petrol","Manual","First",21.1,1197,85.8,5,3.9,12
"1032",1557,"Honda City i DTec SV","Delhi",2015,33000,"Diesel","Manual","First",26,1498,98.6,5,7,9
"1033",1558,"Volkswagen Ameo 1.2 MPI Highline","Coimbatore",2017,22389,"Petrol","Manual","First",17,1198,73.75,5,7.23,7
"1034",1559,"Maruti SX4 ZDI Leather","Mumbai",2012,90000,"Diesel","Manual","First",21.5,1248,88.8,5,3.81,12
"1035",1560,"Maruti Swift ZXI","Chennai",2012,42000,"Petrol","Manual","Third",18.6,1197,85.8,5,4.5,12
"1036",1561,"Hyundai Creta 1.6 CRDi SX","Pune",2017,38767,"Diesel","Manual","First",19.67,1582,126.2,5,12.6,7
"1037",1563,"Maruti Alto LXi BSIII","Coimbatore",2010,59136,"Petrol","Manual","First",19.7,796,46.3,5,2.96,14
"1038",1564,"Honda Amaze SX i-DTEC","Kolkata",2014,36000,"Diesel","Manual","First",25.8,1498,98.6,5,3.25,10
"1039",1565,"Volkswagen Passat Diesel Highline 2.0 TDI","Chennai",2011,95000,"Diesel","Automatic","Second",18.33,1968,167.7,5,8.5,13
"1040",1566,"Hyundai Elantra CRDi SX AT","Mumbai",2013,51000,"Diesel","Automatic","First",19.5,1582,126.24,5,8.75,11
"1041",1567,"Maruti Wagon R VXI BS IV","Kochi",2011,36411,"Petrol","Manual","First",18.9,998,67.1,5,3.08,13
"1042",1569,"Honda City i VTEC SV","Pune",2016,27300,"Petrol","Manual","First",17.8,1497,117.3,5,7,8
"1043",1571,"Maruti Wagon R LX BS IV","Pune",2011,71000,"Petrol","Manual","First",20.51,998,67.04,5,2.6,13
"1044",1572,"Hyundai Verna 1.6 CRDI","Kolkata",2014,32000,"Diesel","Manual","First",22.32,1582,126.3,5,4.3,10
"1045",1574,"Volkswagen Tiguan 2.0 TDI Highline","Jaipur",2017,50510,"Diesel","Automatic","First",17.06,1968,141,5,24.9,7
"1046",1576,"Hyundai Grand i10 1.2 CRDi Sportz Option","Kolkata",2014,42277,"Diesel","Manual","First",24,1186,73.97,5,3.85,10
"1047",1579,"Hyundai Grand i10 Asta Option","Bangalore",2015,50000,"Petrol","Manual","First",18.9,1197,82,5,5.75,9
"1048",1580,"Hyundai i10 Magna 1.2","Mumbai",2008,62000,"Petrol","Manual","Second",20.36,1197,78.9,5,1.65,16
"1049",1581,"Volkswagen Jetta 2012-2014 2.0L TDI Comfortline","Mumbai",2012,78000,"Diesel","Manual","First",19.33,1968,138.1,5,6.5,12
"1050",1582,"Skoda Yeti Elegance","Chennai",2011,79000,"Diesel","Manual","First",17.67,1968,138.08,5,7.5,13
"1051",1585,"Maruti Wagon R VXI Minor ABS","Kochi",2013,36716,"Petrol","Manual","First",18.9,1061,67,5,3.02,11
"1052",1586,"Hyundai EON Era","Coimbatore",2013,65060,"Petrol","Manual","First",21.1,814,55.2,5,3.32,11
"1053",1587,"Honda Brio S MT","Delhi",2013,33000,"Petrol","Manual","First",19.4,1198,86.8,5,3.24,11
"1054",1588,"Maruti Alto 800 VXI","Kolkata",2015,11110,"Petrol","Manual","First",22.74,796,47.3,5,2.35,9
"1055",1590,"Honda City i VTEC SV","Mumbai",2015,27030,"Petrol","Manual","First",17.8,1497,117.3,5,6.75,9
"1056",1592,"Maruti Swift VVT VXI","Pune",2016,27755,"Petrol","Manual","First",22,1197,81.8,5,5.45,8
"1057",1593,"Hyundai EON Magna Plus","Hyderabad",2013,20000,"Petrol","Manual","Second",21.1,814,55.2,5,2.3,11
"1058",1594,"Maruti Swift Dzire ZXI","Kochi",2015,24782,"Petrol","Manual","First",20.85,1197,83.14,5,6.21,9
"1059",1595,"Nissan Micra XV CVT","Coimbatore",2014,47303,"Petrol","Automatic","First",19.34,1198,76,5,5.21,10
"1060",1597,"Maruti Swift Vdi BSIII","Pune",2010,135000,"Diesel","Manual","First",17.8,1248,75,5,3.1,14
"1061",1599,"Volkswagen Polo 1.5 TDI Comfortline","Kolkata",2016,29000,"Diesel","Manual","First",20.14,1498,88.8,5,4,8
"1062",1600,"Honda City i VTEC SV","Kochi",2016,36367,"Petrol","Manual","First",17.8,1497,117.3,5,7.73,8
"1063",1601,"Honda City i VTEC V","Bangalore",2015,38000,"Petrol","Manual","First",17.4,1497,117.3,5,7.8,9
"1064",1602,"Maruti 800 AC BSIII","Hyderabad",2011,83969,"Petrol","Manual","First",16.1,796,37,4,1.3,13
"1065",1603,"Volkswagen Polo 1.5 TDI Trendline","Jaipur",2014,82621,"Diesel","Manual","First",20.14,1498,88.8,5,4.42,10
"1066",1606,"Honda Amaze VX i-DTEC","Kochi",2015,61691,"Diesel","Manual","First",25.8,1498,98.6,5,5.38,9
"1067",1607,"Hyundai i20 1.2 Sportz Option","Chennai",2011,32200,"Petrol","Manual","Second",17,1197,80,5,3.25,13
"1068",1608,"Maruti Wagon R AMT VXI","Jaipur",2016,68630,"Petrol","Automatic","First",20.51,998,67,5,3.87,8
"1069",1609,"Volkswagen Jetta 2013-2015 2.0L TDI Highline AT","Mumbai",2014,61000,"Diesel","Automatic","Second",16.96,1968,138.03,5,8.25,10
"1070",1610,"Maruti Ciaz 1.4 Zeta","Mumbai",2018,32644,"Petrol","Manual","First",20.73,1373,91.1,5,9.28,6
"1071",1613,"Maruti Ciaz ZXi Option","Kochi",2016,40347,"Petrol","Manual","First",20.73,1373,91.2,5,7.8,8
"1072",1614,"Hyundai i20 1.4 CRDi Asta","Hyderabad",2012,60788,"Diesel","Manual","First",23,1396,90,5,4.5,12
"1073",1615,"Honda Jazz 1.2 SV i VTEC","Kochi",2018,18664,"Petrol","Manual","First",18.7,1199,88.7,5,7.56,6
"1074",1617,"Hyundai i20 1.2 Sportz","Bangalore",2012,52237,"Petrol","Manual","First",17,1197,80,5,4.5,12
"1075",1618,"Hyundai Verna 1.6 SX","Chennai",2012,128000,"Diesel","Manual","First",22.32,1582,126.32,5,5,12
"1076",1619,"Hyundai i10 Era 1.1","Delhi",2011,54000,"Petrol","Manual","First",19.81,1086,68.05,5,2.2,13
"1077",1620,"Maruti Celerio VXI AT","Bangalore",2014,49800,"Petrol","Automatic","First",23.1,998,67.04,5,4,10
"1078",1621,"Skoda Fabia 1.2 TDI Ambition","Kolkata",2012,98000,"Diesel","Manual","First",20.86,1199,73.9,5,2.51,12
"1079",1622,"Maruti Swift VDI BSIV","Delhi",2015,60095,"Diesel","Manual","First",25.2,1248,74,5,4.75,9
"1080",1624,"Hyundai i10 Magna 1.2","Jaipur",2010,81402,"Petrol","Manual","Second",20.36,1197,78.9,5,2.1,14
"1081",1625,"Ford Ecosport 1.5 Ti VCT AT Titanium","Mumbai",2013,38000,"Petrol","Automatic","First",16.5,1499,110,5,6.25,11
"1082",1627,"Maruti Swift VDI BSIV","Ahmedabad",2017,49224,"Diesel","Manual","First",25.2,1248,74,5,6,7
"1083",1628,"Maruti 800 Std BSIII","Jaipur",2004,12000,"Petrol","Manual","Second",16.1,796,37,4,0.45,20
"1084",1629,"Maruti Swift Lxi BSIII","Pune",2010,54898,"Petrol","Manual","Third",16.1,1298,88.2,5,2.5,14
"1085",1631,"BMW X1 M Sport sDrive 20d","Kochi",2017,32838,"Diesel","Automatic","First",17.05,1995,190,5,30.29,7
"1086",1633,"Ford Ecosport 1.5 DV5 MT Titanium Optional","Kochi",2017,75445,"Diesel","Manual","First",22.7,1498,89.84,5,7.54,7
"1087",1634,"Maruti Ciaz VXi Plus","Kochi",2015,46601,"Petrol","Manual","First",20.73,1373,91.1,5,6.84,9
"1088",1635,"Volkswagen Passat Diesel Highline 2.0 TDI","Kolkata",2012,72000,"Diesel","Automatic","First",18.33,1968,167.7,5,6,12
"1089",1636,"Honda Jazz 1.5 VX i DTEC","Pune",2017,27000,"Diesel","Manual","First",27.3,1498,98.6,5,8,7
"1090",1637,"Audi A4 35 TDI Premium","Coimbatore",2016,68193,"Diesel","Automatic","First",17.11,1968,174.33,5,24.74,8
"1091",1638,"Hyundai Grand i10 CRDi Sportz Celebration Edition","Kochi",2017,34429,"Diesel","Manual","First",24,1120,70,5,5.5,7
"1092",1641,"Nissan Sunny 2011-2014 XL","Jaipur",2011,42000,"Petrol","Manual","Second",16.95,1498,97.7,5,3,13
"1093",1642,"Skoda Laura Ambiente 2.0 TDI CR AT","Bangalore",2011,94821,"Diesel","Automatic","Second",20,1968,138.1,5,6.75,13
"1094",1644,"Honda Mobilio V i DTEC","Mumbai",2014,57000,"Diesel","Manual","First",24.2,1498,98.6,7,5.75,10
"1095",1645,"Maruti Ritz VDi","Hyderabad",2010,79894,"Diesel","Manual","First",21.1,1248,73.9,5,3.4,14
"1096",1646,"Volkswagen Polo Petrol Highline 1.2L","Coimbatore",2011,44748,"Petrol","Manual","Second",16.47,1198,73.9,5,4.89,13
"1097",1648,"Maruti A-Star AT Vxi Aktiv","Coimbatore",2013,60587,"Petrol","Automatic","Second",16.98,998,66.1,5,3.49,11
"1098",1650,"Honda City 1.5 S MT","Pune",2014,43772,"Petrol","Manual","First",17,1497,118,5,6.35,10
"1099",1651,"Hyundai Grand i10 AT Asta","Coimbatore",2017,23576,"Petrol","Automatic","First",18.9,1197,82,5,7.08,7
"1100",1656,"Chevrolet Cruze LTZ AT","Pune",2012,137008,"Diesel","Automatic","First",18.1,1991,147.9,4,4.65,12
"1101",1658,"Hyundai Verna 1.6 SX VTVT (O)","Coimbatore",2015,52191,"Petrol","Manual","First",17.1,1591,121.3,5,7.78,9
"1102",1659,"Hyundai i20 1.4 Asta CRDi with AVN","Hyderabad",2016,77076,"Diesel","Manual","First",23,1396,90,5,6.75,8
"1103",1660,"Honda City ZX CVT","Hyderabad",2008,56000,"Petrol","Automatic","First",16.4,1497,78,5,2.99,16
"1104",1661,"Hyundai i10 Magna","Kolkata",2013,21000,"Petrol","Manual","First",20.36,1197,78.9,5,2.35,11
"1105",1662,"Honda Amaze S i-Dtech","Delhi",2013,89429,"Diesel","Manual","First",25.8,1498,98.6,5,3.65,11
"1106",1663,"Maruti Wagon R LXI","Delhi",2012,45631,"Petrol","Manual","Second",22.5,998,67.04,5,2.74,12
"1107",1664,"Honda Brio S MT","Jaipur",2013,53959,"Petrol","Manual","First",19.4,1198,86.8,5,3.5,11
"1108",1665,"Hyundai i20 1.2 Sportz Option","Kochi",2014,55804,"Petrol","Manual","First",17,1197,80,5,4.76,10
"1109",1667,"Skoda Octavia Rider 1.9 TDI MT","Pune",2008,82000,"Diesel","Manual","Second",18.7,1896,66,5,2.35,16
"1110",1670,"Hyundai EON Sportz","Hyderabad",2017,31829,"Petrol","Manual","First",21.1,814,55.2,5,3.65,7
"1111",1671,"Maruti Swift VXI","Coimbatore",2016,18094,"Petrol","Manual","Second",18.6,1197,85.8,5,6.26,8
"1112",1674,"Hyundai i20 1.2 Spotz","Coimbatore",2018,22684,"Petrol","Manual","First",18.6,1197,81.83,5,7.8,6
"1113",1675,"Honda Brio S MT","Bangalore",2014,43521,"Petrol","Manual","First",19.4,1198,86.8,5,4.25,10
"1114",1676,"Maruti Swift Dzire ZXi","Kochi",2014,49386,"Petrol","Manual","First",17.5,1298,85.8,5,4.86,10
"1115",1677,"Hyundai Grand i10 1.2 Kappa Magna","Delhi",2017,12248,"Petrol","Manual","First",18.9,1197,81.86,5,4.9,7
"1116",1679,"Volkswagen Polo GTI","Delhi",2015,60007,"Petrol","Automatic","First",17.21,1798,189,4,4.5,9
"1117",1680,"Maruti Alto K10 VXI","Coimbatore",2011,48624,"Petrol","Manual","First",24.07,998,67.1,5,3.22,13
"1118",1681,"Volkswagen Polo Diesel Comfortline 1.2L","Kolkata",2014,30000,"Diesel","Manual","First",22.07,1199,73.9,5,3.25,10
"1119",1682,"Hyundai Grand i10 Sportz","Delhi",2016,81605,"Petrol","Manual","First",18.9,1197,82,5,4.53,8
"1120",1687,"Mahindra TUV 300 2015-2019 mHAWK100 T8 AMT","Kochi",2017,47357,"Diesel","Automatic","First",18.49,1493,100,7,8.37,7
"1121",1688,"Volkswagen Polo 1.5 TDI Comfortline","Coimbatore",2015,61738,"Diesel","Manual","First",20.14,1498,88.8,5,5.39,9
"1122",1689,"BMW 5 Series 520d Luxury Line","Kochi",2018,32586,"Diesel","Automatic","First",22.48,1995,190,5,37.3,6
"1123",1692,"Hyundai Grand i10 1.2 Kappa Sportz","Kochi",2018,10393,"Petrol","Manual","First",18.9,1197,81.86,5,6.03,6
"1124",1694,"Hyundai i10 Sportz AT","Chennai",2013,21000,"Petrol","Automatic","First",16.95,1197,78.9,5,3.96,11
"1125",1695,"Hyundai i20 1.4 CRDi Asta","Hyderabad",2011,113562,"Diesel","Manual","First",23,1396,90,5,4.6,13
"1126",1697,"Honda Brio V MT","Mumbai",2013,63107,"Petrol","Manual","First",19.4,1198,86.8,5,3.25,11
"1127",1698,"Hyundai i20 1.2 Magna Executive","Jaipur",2017,58500,"Petrol","Manual","First",18.6,1197,81.83,5,6.25,7
"1128",1700,"Hyundai Verna CRDi SX","Chennai",2011,108242,"Diesel","Manual","First",16.8,1493,110,5,4.25,13
"1129",1702,"BMW X1 sDrive20d","Pune",2011,62943,"Diesel","Automatic","Second",17.05,1995,184,5,10.95,13
"1130",1704,"Honda Amaze V CVT Petrol","Pune",2018,1700,"Petrol","Automatic","First",19,1199,88.76,5,7.8,6
"1131",1705,"Hyundai i10 Era 1.1","Kochi",2013,34697,"Petrol","Manual","First",19.81,1086,68.05,5,3.7,11
"1132",1706,"Hyundai i20 1.2 Sportz","Hyderabad",2012,58000,"Petrol","Manual","First",17,1197,80,5,4,12
"1133",1707,"BMW 3 Series 320d GT Luxury Line","Mumbai",2015,32500,"Diesel","Automatic","First",19.59,1995,187.74,5,26.75,9
"1134",1709,"Maruti Swift VXI Optional","Kochi",2017,37124,"Petrol","Manual","First",20.4,1197,81.8,5,5.44,7
"1135",1710,"Maruti Baleno Delta Automatic","Delhi",2017,44000,"Petrol","Automatic","First",21.4,1197,83.1,5,6.2,7
"1136",1712,"Maruti Ritz LXi","Mumbai",2016,11000,"Petrol","Manual","First",18.5,1197,85.8,5,3.95,8
"1137",1713,"Tata Nano Lx","Pune",2011,65000,"Petrol","Manual","Second",26,624,35,4,0.44,13
"1138",1714,"Ford Figo Diesel EXI","Ahmedabad",2012,55005,"Diesel","Manual","First",20,1399,68,5,2.75,12
"1139",1715,"Volkswagen Passat Diesel Highline 2.0 TDI","Hyderabad",2011,81650,"Diesel","Automatic","First",18.33,1968,167.7,5,7.5,13
"1140",1716,"Fiat Linea Emotion Pack (Diesel)","Chennai",2010,160000,"Diesel","Manual","Second",19,1248,93,5,2.5,14
"1141",1718,"Maruti Wagon R VXI","Hyderabad",2013,67263,"Petrol","Manual","First",18.9,998,67.1,5,3.6,11
"1142",1719,"Toyota Etios G Safety","Kochi",2012,44223,"Petrol","Manual","First",17.6,1496,88.7,5,3.99,12
"1143",1720,"Hyundai Grand i10 Sportz","Coimbatore",2015,36840,"Petrol","Manual","First",18.9,1197,82,5,5.64,9
"1144",1722,"Tata Indica V2 DLS TC","Kolkata",2008,133000,"Diesel","Manual","First",16.8,1405,62,5,0.7,16
"1145",1723,"BMW 3 Series 320d Sport Line","Mumbai",2015,69123,"Diesel","Automatic","First",18.88,1995,184,5,19,9
"1146",1725,"Maruti Ciaz Zeta","Mumbai",2017,5500,"Petrol","Manual","First",21.56,1462,103.25,5,8.2,7
"1147",1726,"Ford Figo 1.5D Titanium Plus MT","Kolkata",2015,1001,"Diesel","Manual","First",25.83,1498,99,5,7.55,9
"1148",1728,"Honda City 1.5 V AT","Delhi",2011,78256,"Petrol","Automatic","First",16.8,1497,118,5,4.15,13
"1149",1729,"Nissan Sunny XL","Chennai",2016,90000,"Petrol","Manual","First",16.95,1498,97.6,5,6.2,8
"1150",1730,"Maruti Swift Dzire VXI","Kolkata",2016,18000,"Petrol","Manual","First",19.1,1197,85.8,5,4.4,8
"1151",1731,"Ford Figo Diesel Titanium","Kolkata",2012,60000,"Diesel","Manual","First",20,1399,68,5,2.1,12
"1152",1732,"Fiat Grande Punto 1.3 Emotion (Diesel)","Jaipur",2011,130000,"Diesel","Manual","First",20.3,1248,75,5,2.2,13
"1153",1733,"Hyundai Elite i20 Petrol Asta","Coimbatore",2018,32851,"Petrol","Manual","First",18.6,1197,81.86,5,8.34,6
"1154",1734,"Maruti Swift Dzire VDI","Kolkata",2014,32000,"Diesel","Manual","First",23.4,1248,74,5,4.35,10
"1155",1735,"Ford Ecosport 1.5 DV5 MT Titanium","Hyderabad",2014,62700,"Diesel","Manual","First",22.7,1498,89.84,5,6.8,10
"1156",1736,"Maruti Swift Dzire VDi","Jaipur",2010,71000,"Diesel","Manual","First",19.3,1248,73.9,5,3.3,14
"1157",1737,"Hyundai Grand i10 Sportz","Kochi",2016,19947,"Petrol","Manual","First",18.9,1197,82,5,5.04,8
"1158",1739,"Volkswagen Polo Diesel Highline 1.2L","Hyderabad",2014,74000,"Diesel","Manual","First",22.07,1199,73.9,5,5.7,10
"1159",1740,"Mahindra TUV 300 2015-2019 mHAWK100 T8","Kochi",2018,55594,"Diesel","Manual","First",18.49,1493,100,7,8.48,6
"1160",1742,"Renault Duster 110PS Diesel RxZ","Hyderabad",2012,110224,"Diesel","Manual","First",19.01,1461,108.45,5,6.1,12
"1161",1743,"Maruti Wagon R LXI","Ahmedabad",2010,21002,"Petrol","Manual","First",22.5,998,67.04,5,2.75,14
"1162",1744,"Maruti Ertiga SHVS VDI","Pune",2017,121000,"Diesel","Manual","First",24.52,1248,88.5,7,8,7
"1163",1745,"Maruti Alto LXi BSIII","Jaipur",2010,73513,"Petrol","Manual","First",19.7,796,46.3,5,1.85,14
"1164",1746,"Maruti Wagon R AMT VXI Option","Jaipur",2015,34000,"Petrol","Automatic","First",20.51,998,67,5,3.85,9
"1165",1748,"Renault Duster 110PS Diesel RxL","Kochi",2013,74755,"Diesel","Manual","First",19.6,1461,108.45,5,5.63,11
"1166",1749,"Maruti Zen Estilo 1.1 LX BSIII","Kochi",2011,25805,"Petrol","Manual","First",18.2,1061,64,5,2.62,13
"1167",1753,"Mahindra Verito 1.5 D6 BSIV","Chennai",2011,110000,"Diesel","Manual","Second",21,1461,64.1,5,2.4,13
"1168",1754,"Renault KWID Climber 1.0 MT","Delhi",2017,15000,"Petrol","Manual","First",21.7,999,67,5,4.25,7
"1169",1756,"Maruti Swift DDiS VDI","Pune",2008,150000,"Diesel","Manual","Second",28.4,1248,74,5,2.7,16
"1170",1757,"Datsun GO T Option","Hyderabad",2016,19000,"Petrol","Manual","First",20.63,1198,67,5,2.99,8
"1171",1758,"Hyundai i20 1.2 Magna","Chennai",2011,37442,"Petrol","Manual","First",18.5,1197,80,5,3.4,13
"1172",1759,"BMW 5 Series 2013-2017 520d Luxury Line","Coimbatore",2016,63111,"Diesel","Automatic","Second",18.12,1995,190,5,30.8,8
"1173",1760,"Maruti Ertiga ZDI","Mumbai",2012,88000,"Diesel","Manual","First",20.77,1248,88.8,7,5.85,12
"1174",1761,"Hyundai Grand i10 Magna","Jaipur",2014,42355,"Petrol","Manual","First",18.9,1197,82,5,4,10
"1175",1763,"Chevrolet Cruze LTZ","Mumbai",2011,65000,"Diesel","Manual","First",17.9,1998,163.7,5,4.55,13
"1176",1765,"Maruti Ritz LDi","Jaipur",2011,79232,"Diesel","Manual","First",21.1,1248,73.9,5,2.9,13
"1177",1767,"Hyundai i20 1.2 Magna Executive","Kochi",2016,28470,"Petrol","Manual","First",18.6,1197,81.83,5,6.95,8
"1178",1768,"Hyundai EON 1.0 Kappa Magna Plus Optional","Kolkata",2014,9759,"Petrol","Manual","First",20.3,998,68.05,5,2.75,10
"1179",1769,"Maruti Swift VDI","Pune",2014,75216,"Diesel","Manual","First",22.9,1248,74,5,5.1,10
"1180",1770,"Hyundai i20 Sportz 1.2","Chennai",2017,8000,"Petrol","Manual","First",18.6,1197,81.83,5,6.75,7
"1181",1771,"Maruti Ritz ZXi","Mumbai",2014,59451,"Petrol","Manual","First",18.5,1197,85.8,5,3.69,10
"1182",1772,"Maruti Swift VDI","Hyderabad",2013,53996,"Diesel","Manual","First",22.9,1248,74,5,5.45,11
"1183",1773,"Honda WRV i-VTEC VX","Kochi",2018,15135,"Petrol","Manual","First",17.5,1199,88.7,5,9.29,6
"1184",1774,"Hyundai Xcent 1.2 Kappa AT S Option","Chennai",2015,53000,"Petrol","Automatic","Second",16.9,1197,81.86,5,4,9
"1185",1775,"Honda Amaze E i-Vtech","Kolkata",2013,40000,"Petrol","Manual","First",18,1198,86.7,5,2.9,11
"1186",1776,"Hyundai Verna 1.6 SX VTVT (O)","Pune",2013,21107,"Petrol","Manual","First",17.1,1591,121.3,5,5.25,11
"1187",1777,"Honda City V MT","Mumbai",2014,56000,"Petrol","Manual","First",16.8,1497,116.3,5,5.75,10
"1188",1782,"Maruti Swift VDI","Pune",2012,75000,"Diesel","Manual","First",22.9,1248,74,5,4.35,12
"1189",1783,"Maruti Wagon R VXI AMT","Coimbatore",2017,37832,"Petrol","Automatic","First",22.5,998,67,5,5.23,7
"1190",1784,"Hyundai Grand i10 1.2 Kappa Asta","Coimbatore",2016,43041,"Petrol","Manual","First",18.9,1197,81.86,5,6.01,8
"1191",1785,"Honda Amaze VX i-DTEC","Hyderabad",2014,97236,"Diesel","Manual","First",25.8,1498,98.6,5,4.4,10
"1192",1786,"BMW 3 Series 320d Highline","Chennai",2010,83000,"Diesel","Automatic","First",16.07,1995,181,5,12.75,14
"1193",1788,"Volkswagen Ameo 1.2 MPI Trendline","Kochi",2018,46007,"Petrol","Manual","First",17,1198,73.75,5,5.71,6
"1194",1789,"Ford Ecosport 1.5 DV5 MT Trend","Kochi",2015,65925,"Diesel","Manual","Second",22.7,1498,89.84,5,5.49,9
"1195",1793,"Hyundai Grand i10 1.2 Kappa Magna","Kolkata",2017,31184,"Petrol","Manual","First",18.9,1197,81.86,5,5,7
"1196",1794,"Maruti Dzire AMT ZDI Plus","Pune",2017,41747,"Diesel","Automatic","First",28.4,1248,73.75,5,9,7
"1197",1795,"Maruti Swift VDI","Kochi",2016,38143,"Diesel","Manual","First",22.9,1248,74,5,5.22,8
